text,sentiment
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
RT @peddoc63: I loved❤️@RealBenCarson said he doesn't see race because he's a neurosurgeon! Person's skin doesn't make them who they are! A…,Positive
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
“@megynkelly: What do you think of the #GOPDebate so far?” You were the best thing about the debate. #Republicandebate #megynforpresident,Positive
EiseOnThePrize: RT sobertacious: DEFUNDING PLANNED PARENTHOOD IS NOT SOMETHING TO BE PROUD OF #GOPDebate http://t.co/AuhlNZa3Ww,Negative
"After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism fail.",Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…",Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @averykayla: No no you're talking about the Republican Party silly @BenCarson2016 #GOPDebates #DebateWithBernie,Negative
"RT @JamilahLemieux: ""The purpose of the military is kill people and break things,"" a thing Huckabee actually just said #GOPDebate",Negative
"RT @deray: Scott Walker is frightening. Like, when he speaks it's as if he's detached from reality and is just speaking. #GOPDebate",Negative
"@redsteeze @dalestokely Megyn Kelly was so over the top, I thought she would announce her candidacy last night. #GOPDebates",Negative
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
Of course #InternationalBeerDay comes after the #GOPDebate. Donald Trump was gold last night. We watched it at a bar http://t.co/X38ctJaxwN,Positive
RT @megynkelly: .@tedcruz:  Our leaders don’t want to enforce the immigration laws #GOPDebate,Negative
RT @mikandynothem: ☞RETWEET☜ if you agree any of these #GOP candidates will be better than Clinton. #GOPDebate #FoxNews #tcot #pjnet http:/…,Positive
"Y'all better vote this year, if Donald trump wins for president,  Y'all going to need college degrees to work at McDonald's.  Lol #GOPDebate",Negative
A GOP candidate who respects all - Gov John Kaisch #SameSexMarriage #GOPDebates,Positive
RT @GhesheS: #GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH,Negative
All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket! #Outnumbered,Positive
"RT @steakNstiffarms: I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates",Positive
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Positive
"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates",Negative
RT @jordiemojordie: YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates,Negative
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
RT @AgainstCronyCap: Fiorina calls Trump out for giving to Hillary's Senate run http://t.co/huTOQZGYud #Trump2016 #GOPDebate http://t.co/1X…,Positive
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Positive
"RT @MeanProgress: #GOPDebates Not even being mean, the quality of production makes .@FoxNews look like a Public Access broadcast.

#UniteBI…",Negative
@ScottWaker rope-a-dope strategy for #GOPDebate was brilliant.,Positive
"If this is where democracy has led us, maybe we should head back to the trees.  #Devolve #GOPDebate",Negative
This is an amazing degree of commitment to a running joke http://t.co/VpxxlxEvHi #GOPdebate #photobomb,Positive
RT @patriotmom61: All the difference in the world bet/unaccomplished newbie senators &amp; one who actually got BIG things done http://t.co/bEd…,Positive
"RT @kayleighmcenany: Marco Rubio is so presidential. He's articulate, bright, and authentic #GOPDebate",Positive
Is Kasich aware that he's making sense? #GOPDebates,Positive
@rushlimbaugh just put the idiot Kasich in his place. Kasich has no spine. #GOPDebate #rushlimbaugh,Negative
the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH,Negative
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,Positive
Ben Carlson nailed it on his comments about race and our own country trying to divide us!!! @FoxNews #GOPDebate #GOPDebates,Positive
"RT @GordonPress: I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate",Positive
"#RUSH:  ""#Fox moderators got 31% of airtime at #GOPDebate""",Negative
RT @zigzagoonsquad: Jeb Bush lookin like a president from a movie where the president is the villain #GOPDebate,Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
RT @lmahoneybee: #GOPDebate I'll vote for whoever pushes #TermLimits for #Congress. #CareerPoliticians aka #WashingtonCartel is the downfal…,Negative
RT @MeganSmiles: #GOPDebate Can't count how many times Obama &amp; Hillary 'evolved'. Trump evolving is not a big deal.,Negative
#GOPDebate Econ @MarcoRubio won @JebBush falters @GovMikeHuckabee exaggerates @GovChristie Good idea #SocialSecurity http://t.co/rJk8S4Hd6F,Positive
"RT @jsc1835: Jebby talking changing tax code to fix ""job killers"".  Is that Jebspeak for give corporations more tax breaks?   #GOPDebates",Negative
RT @tedcruz: Over the past six years we've seen the results of the Obama-Clinton foreign policy. Leading from behind is a disaster. #GOPDeb…,Positive
@juliaturner @Slate It's about time they admit to something. Truthfully if the didn't then we would call them out on it. #GOPDebate,Negative
RT @Raddmom: Did you know that @CarlyFiorina graduated from #Stanford #UofMaryland AND #MIT? I didn't -but know now! #Impressive #2ndLook #…,Positive
Yassssss #DonaldTrump is doing it up... He answers the questions the way he wants to. #FOXNEWSDEBATE #GopDebates,Positive
"Retweeted Donnie Wahlberg (@DonnieWahlberg):

Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.",Positive
"RT @PuestoLoco: Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bg…",Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
@realDonaldTrump @megynkelly @bretbaier #GOPDebate Mods job is2 ask Qs we don't know answers 2 not bait &amp; target a candidate #Trump2016,Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"Explaining the #GOPDebate to my dad who missed it and describing it as a SNL skit, basically.",Negative
"RT @AmyMek: I am #ProLife -&gt; @realDonaldTrump, I hate the concept of abortion! I have evolved…. #GOPDebate",Positive
RT @dog_memes: How dare you hug #Obama   #RandPaul #GOPDebate #FOXNEWSDEBATE #mememydog #ChrisChristie #pitbulls #hugs4chris http://t.co/Fs…,Negative
@realDonaldTrump ur complaining so much about being targeted but do u think that when ur president u won't be targeted? #GOPDebate,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
#GOPDebates interesting,Positive
"RT @FauxTimesNews1: #GOPDebate Democrats’ debate will be different. There Hillary Clinton will debate herself, changing her mask every 5 mi…",Negative
"RT @sallyjayjohnson: the only candidate to say ""woman"" or ""women"" in that whole two hours was Rubio, talking about women in uniform. #GOPDe…",Positive
"RT @YaakovSchapiro: My #GOPDebate analysis, 8) (Rabbi) Dr. Carson = Too soft, does have ideas, Needs some major good moments, Has zero to l…",Positive
RT @JoshuaACNewman: I notice the #GOPDebate is at an hour when anyone with a job can’t see the trial-by-feces event take place. Only the re…,Negative
RT @tedcruz: We need a President who’ll defend the Constitution and restore America’s leadership in the world #GOPDebate #CruzCrew http://t…,Positive
msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: … http://t.co/7roNBlX7ys,Negative
RT @patriotmom61: Rick Santorum at The Des Moines Register soapbox https://t.co/hfqVXAiqPh A boatrocker who got things done. #GOPDebate #Io…,Positive
"#GOPDebate showed that politicians are great liars. Smooth talkers, but have to OBEY doners.  I will vote Trump - he has no reason 2 lie",Positive
And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate,Negative
No doubt! Huge bump! #Kasich #GopDebates  https://t.co/VAnC0qxY4C,Positive
RT @thecjpearson: Called it. #GOPDebate #2016 #CruzToVictory http://t.co/P5JEm3cfpW,Positive
"@foxnews at best put theater over substance in #GOPDebate At worst they acted like kingmakers. Too little substance to much  ""defend this""",Negative
"On abortion, @JebBush says he is completely pro-life. ""It's informed by my faith, from beginning to end."" --  #GOPdebates #LZDebates",Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @Will_Bunch: So smart of Kasich to say, essentially, ""I hear the concerns of Trump voters except that I'm sane"" #GOPDebates",Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate http://t.co/65hFgIsSgy,Negative
"Decided to wait for the recaps and analysis of last nights #GOPDebate. Even they leave me both bored, annoyed or disgusted with the GOP.",Negative
My favorite moment from last night's #GOPDebate http://t.co/Vnc4IslI7q,Negative
"Is ""I know someone who decided against abortion"" the new ""I have black friends""? #GOPDebate",Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @johnnyctweet: Choose your puppet carefully. #GOPDebate,Negative
Vote for me: Its the greatest time to be alive and I dont know when the primary is - Jeb Bush #GOPDebates,Positive
RT @keriRN: http://t.co/VAGYIuZ5J8 #dumbassSexist Donald Trump made case for campaign finance reform....#GOPDebates,Positive
You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
"#GOPdebates Huckabee, Rubio, Paul, and Walker get a well done, but Trump battled the #FoxFire and won.",Positive
"Same mistakes #Republicans have always made, they still make tonight- not pandering to the feelings of female voters. #GOPDebates",Negative
I don't like @megynkelly but I will defend her from any obnoxious buffoon calling her a bimbo and insulting women. #GOPDebate,Positive
RT @Steve_Girschle: Impressive performance by Governor Huckabee!  #gopdebate #imwithhuck #th16 https://t.co/YkoEr9Zg45,Positive
Many great businesses use the bankruptcy laws. Trump did what a lot of businesses have done. #GOPDebates,Positive
"RT @MikeJMele: My review of the #GOPDebate 

“(Republican) Party Over Here”
http://t.co/OpcKHOl3f5

#DonaldTrump #HillaryClinton #Abortion",Negative
Christie's dad worked in an ice cream plant. That explains it. #GOPDebates,Negative
RT @Lisa_Luerssen: 1st place Fiorina. 2nd place Jindal. #GOPDebates,Positive
"RT @JbthomJohn: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/tQXw14qzZB",Positive
@megynkelly @BretBaier @FoxNewsSunday Ppl say @realDonaldTrump needs specifics. Yet u gave THOSE type questions ONLY to opponents #GOPDebate,Positive
RT @imfabulous13: I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate http://…,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @abs_tellthetale: You're not a successful pimp if you have to depend on Social Security. #GOPDebates,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @SupermanHotMale: And with his brother ran the economy of the United States into the ground #Jebby #GopDebates http://t.co/VI9yjYrst8,Negative
Advice to each #GOP candidate in order of how I think they finished 5th place Marco Rubio Good job keep up the same #gopdebate #tcot #p2,Positive
